site_id,model_family,rmse,mae,n
9896,Deep Context LSTM (Always TL),0.9914407730102539,0.8020308613777161,27
9896,Site-Hard Expert Selector,0.9914407730102539,0.8020308613777161,27
9896,Deep Context LSTM (No TL),1.0377005338668823,0.8380019068717957,27
9913,Random Forest,1.233250794198357,0.949962927586535,37
9913,Deep Context LSTM (Always TL),1.31589937210083,0.9836273193359375,37
9913,Site-Hard Expert Selector,1.31589937210083,0.9836273193359375,37
9913,Context-Aware Selective Learning,1.3513723611831665,1.0111576318740845,37
9913,Deep Context LSTM (No TL),1.4156157970428467,1.0773221254348755,37
9963,Random Forest,0.8219479183475379,0.6980142870534176,23
9963,Deep Context LSTM (No TL),0.9905125498771667,0.7659170031547546,23
9963,Context-Aware Selective Learning,0.9961430430412292,0.7679603695869446,23
9963,Deep Context LSTM (Always TL),1.0283714532852173,0.8236609697341919,23
9963,Site-Hard Expert Selector,1.0283714532852173,0.8236609697341919,23
9966,Random Forest,0.5601467920140885,0.4390118174490869,36
9966,Context-Aware Selective Learning,0.6598243117332458,0.5702499747276306,36
9966,Deep Context LSTM (Always TL),0.6651449799537659,0.5698661804199219,36
9966,Site-Hard Expert Selector,0.6651449799537659,0.5698661804199219,36
9966,Deep Context LSTM (No TL),0.7027971744537354,0.608080267906189,36
10041,Random Forest,0.6418005655380742,0.5277572113204688,37
10041,Context-Aware Selective Learning,0.7109105587005615,0.5560393929481506,37
10041,Deep Context LSTM (Always TL),0.7178568243980408,0.5675563216209412,37
10041,Site-Hard Expert Selector,0.7178568243980408,0.5675563216209412,37
10041,Deep Context LSTM (No TL),0.7415973544120789,0.5693598985671997,37
10046,Random Forest,0.8723163812217105,0.6410226432707573,37
10046,Deep Context LSTM (Always TL),0.8897446990013123,0.688910722732544,37
10046,Site-Hard Expert Selector,0.8897446990013123,0.688910722732544,37
10046,Context-Aware Selective Learning,0.9207343459129333,0.7224920988082886,37
10046,Deep Context LSTM (No TL),1.0070805549621582,0.7959527373313904,37
10047,Random Forest,0.782449303641334,0.6093558684920999,36
10047,Deep Context LSTM (No TL),0.7887244820594788,0.6658614277839661,36
10047,Context-Aware Selective Learning,0.8160003423690796,0.677247941493988,36
10047,Deep Context LSTM (Always TL),0.8286937475204468,0.6817356944084167,36
10047,Site-Hard Expert Selector,0.8286937475204468,0.6817356944084167,36
10063,Deep Context LSTM (Always TL),1.0431147813796997,0.8668529391288757,37
10063,Site-Hard Expert Selector,1.0431147813796997,0.8668529391288757,37
10063,Context-Aware Selective Learning,1.088810920715332,0.8886770009994507,37
10063,Random Forest,1.1554677824247621,0.956548698657755,37
10063,Deep Context LSTM (No TL),1.1929435729980469,0.9536190629005432,37
10094,Random Forest,0.9833414458642736,0.7998121947066233,37
10094,Deep Context LSTM (No TL),1.2133604288101196,0.9606544971466064,37
10094,Context-Aware Selective Learning,1.3030905723571777,1.0677804946899414,37
10094,Deep Context LSTM (Always TL),1.3451026678085327,1.1116794347763062,37
10094,Site-Hard Expert Selector,1.3451026678085327,1.1116794347763062,37
10096,Random Forest,0.3732871935084376,0.3032121347511342,37
10096,Deep Context LSTM (Always TL),0.5631280541419983,0.43888771533966064,37
10096,Site-Hard Expert Selector,0.5631280541419983,0.43888771533966064,37
10096,Context-Aware Selective Learning,0.5734007358551025,0.45143941044807434,37
10096,Deep Context LSTM (No TL),0.6212987303733826,0.4843143820762634,37
10132,Deep Context LSTM (Always TL),0.7677959203720093,0.6156487464904785,31
10132,Site-Hard Expert Selector,0.7677959203720093,0.6156487464904785,31
10132,Context-Aware Selective Learning,0.7796024680137634,0.6324828267097473,31
10132,Random Forest,0.8188548912904936,0.6500615055059358,31
10132,Deep Context LSTM (No TL),0.849894642829895,0.7257115840911865,31
10144,Random Forest,0.6032260326831501,0.4877854723364846,31
10144,Context-Aware Selective Learning,0.6904361844062805,0.5485793948173523,31
10144,Deep Context LSTM (Always TL),0.7030099630355835,0.545536458492279,31
10144,Deep Context LSTM (No TL),0.7143731713294983,0.56583172082901,31
10144,Site-Hard Expert Selector,0.7143731713294983,0.56583172082901,31
10153,Random Forest,0.9446115268672364,0.7627623440930114,35
10153,Context-Aware Selective Learning,1.0137639045715332,0.7667531967163086,35
10153,Deep Context LSTM (Always TL),1.0172539949417114,0.7834409475326538,35
10153,Site-Hard Expert Selector,1.0172539949417114,0.7834409475326538,35
10153,Deep Context LSTM (No TL),1.0457031726837158,0.7948722839355469,35
10160,Deep Context LSTM (No TL),0.6601942777633667,0.5440656542778015,10
10160,Context-Aware Selective Learning,0.6958123445510864,0.5701287984848022,10
10160,Random Forest,0.7486022489256259,0.6440362316449295,10
10160,Deep Context LSTM (Always TL),0.7578492164611816,0.6159543395042419,10
10160,Site-Hard Expert Selector,0.7578492164611816,0.6159543395042419,10
10267,Random Forest,0.6215380062389742,0.5465804073197102,22
10267,Context-Aware Selective Learning,0.7795774340629578,0.631172239780426,22
10267,Deep Context LSTM (No TL),0.7832017540931702,0.6033946871757507,22
10267,Deep Context LSTM (Always TL),0.7837651371955872,0.6353306770324707,22
