site_id,driver_code,driver,lag,corr,n_overlap,coverage_months,abs_corr,driver_lag
31008,sm_a,Soil moisture anomaly,1,0.05370614403739452,121,121,0.05370614403739452,Soil moisture t-1
31008,tsmp_wtda,TSMP wtda,3,-0.05688270424745936,121,121,0.05688270424745936,TSMP wtda t-3
31022,pr_a,Precipitation anomaly,3,0.2836489323773382,114,114,0.2836489323773382,Precipitation t-3
31022,sm_a,Soil moisture anomaly,2,-0.22402773425575154,114,114,0.22402773425575154,Soil moisture t-2
31022,tsmp_wtda,TSMP wtda,3,-0.041776715521408735,114,114,0.041776715521408735,TSMP wtda t-3
31032,pr_a,Precipitation anomaly,1,-0.06616421931985607,138,138,0.06616421931985607,Precipitation t-1
31032,sm_a,Soil moisture anomaly,1,0.10061851508475406,138,138,0.10061851508475406,Soil moisture t-1
31032,tsmp_wtda,TSMP wtda,2,0.014395805389137812,138,138,0.014395805389137812,TSMP wtda t-2
31064,pr_a,Precipitation anomaly,1,-0.19483513367800576,138,138,0.19483513367800576,Precipitation t-1
31064,sm_a,Soil moisture anomaly,2,0.09490086264454654,138,138,0.09490086264454654,Soil moisture t-2
31064,tsmp_wtda,TSMP wtda,1,-0.25236957553346007,138,138,0.25236957553346007,TSMP wtda t-1
31247,pr_a,Precipitation anomaly,3,0.4892962221206867,65,65,0.4892962221206867,Precipitation t-3
31247,sm_a,Soil moisture anomaly,2,0.17479364128771255,65,65,0.17479364128771255,Soil moisture t-2
31247,tsmp_wtda,TSMP wtda,3,-0.15241193487872998,65,65,0.15241193487872998,TSMP wtda t-3
31257,pr_a,Precipitation anomaly,1,0.024850786948962676,149,149,0.024850786948962676,Precipitation t-1
31257,sm_a,Soil moisture anomaly,3,-0.12292549887782545,149,149,0.12292549887782545,Soil moisture t-3
31257,tsmp_wtda,TSMP wtda,3,0.14920452116532704,149,149,0.14920452116532704,TSMP wtda t-3
31324,pr_a,Precipitation anomaly,1,-0.1364178876108964,167,167,0.1364178876108964,Precipitation t-1
31324,sm_a,Soil moisture anomaly,1,0.21081763278693055,167,167,0.21081763278693055,Soil moisture t-1
31324,tsmp_wtda,TSMP wtda,1,-0.14157651468691393,167,167,0.14157651468691393,TSMP wtda t-1
31343,pr_a,Precipitation anomaly,3,0.2083172970595126,118,118,0.2083172970595126,Precipitation t-3
31343,sm_a,Soil moisture anomaly,1,0.12154573934885979,118,118,0.12154573934885979,Soil moisture t-1
31343,tsmp_wtda,TSMP wtda,2,-0.06145352846711254,118,118,0.06145352846711254,TSMP wtda t-2
31403,pr_a,Precipitation anomaly,1,0.31329840620751254,125,125,0.31329840620751254,Precipitation t-1
31403,sm_a,Soil moisture anomaly,3,-0.12428445290391382,125,125,0.12428445290391382,Soil moisture t-3
31403,tsmp_wtda,TSMP wtda,2,-0.025558841617734213,125,125,0.025558841617734213,TSMP wtda t-2
31425,pr_a,Precipitation anomaly,3,-0.31257229786931107,142,142,0.31257229786931107,Precipitation t-3
31425,sm_a,Soil moisture anomaly,3,0.13689390384340333,142,142,0.13689390384340333,Soil moisture t-3
31425,tsmp_wtda,TSMP wtda,1,-0.14834283015653588,142,142,0.14834283015653588,TSMP wtda t-1
31482,pr_a,Precipitation anomaly,2,-0.21576751605636924,156,156,0.21576751605636924,Precipitation t-2
31482,sm_a,Soil moisture anomaly,1,0.1687464051282189,156,156,0.1687464051282189,Soil moisture t-1
31482,tsmp_wtda,TSMP wtda,3,-0.2543633292321051,156,156,0.2543633292321051,TSMP wtda t-3
31515,pr_a,Precipitation anomaly,2,-0.11213703272491027,124,124,0.11213703272491027,Precipitation t-2
31515,sm_a,Soil moisture anomaly,1,0.12709677325500304,124,124,0.12709677325500304,Soil moisture t-1
31515,tsmp_wtda,TSMP wtda,3,0.06578906197711874,124,124,0.06578906197711874,TSMP wtda t-3
31528,pr_a,Precipitation anomaly,3,0.08352130608607619,88,88,0.08352130608607619,Precipitation t-3
31528,sm_a,Soil moisture anomaly,1,0.117534312313122,88,88,0.117534312313122,Soil moisture t-1
